ICD-9 code 1,ICD-9 code 2,Shared SNP associations,ICD-9 code 1 description,ICD-9 code 2 description,ICD-9 code category 1,ICD-9 code category 2
788.43,789.03,1,NOCTURIA,"ABDOMINAL PAIN, RIGHT LOWER QUADRANT",Other_Genitourinary_Disorders,Other_Digestive_System_Disorders
309.28,454.9,1,ADJUSTMENT DISORDER WITH MIXED ANXIETY AND DEPRESSED MOOD,ASYMPTOMATIC VARICOSE VEINS,Psychiatric_Disorders,Varicose_Veins_Haemorrhoids_and_Lymphatic_Disorders
309.28,739.2,1,ADJUSTMENT DISORDER WITH MIXED ANXIETY AND DEPRESSED MOOD,"NONALLOPATHIC LESION OF THORACIC REGION, NOT ELSEWHERE CLASSIFIED",Psychiatric_Disorders,Other_Musculoskeletal_and_Connective_Tissue_Disorders
428.3,729.1,1,UNSPECIFIED DIASTOLIC HEART FAILURE,"MYALGIA AND MYOSITIS, UNSPECIFIED",Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
593.9,790.21,1,UNSPECIFIED DISORDER OF KIDNEY AND URETER,IMPAIRED FASTING GLUCOSE,Genitourinary_Disorders,Nonspecific_Abnormal_Findings
472.0,789.01,1,CHRONIC RHINITIS,"ABDOMINAL PAIN, RIGHT UPPER QUADRANT",Ent_and_Eye_Disorders,Other_Digestive_System_Disorders
346.9,724.2,1,"MIGRAINE, UNSPECIFIED, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITHOUT MENTION OF STATUS MIGRAINOSUS",LUMBAGO,Neurological_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
491.21,682.6,1,OBSTRUCTIVE CHRONIC BRONCHITIS WITH EXACERBATION,"CELLULITIS AND ABSCESS OF LEG, EXCEPT FOOT",Respiratory_Disorders,Infectious_Disorders
473.9,707.15,1,UNSPECIFIED SINUSITIS (CHRONIC),ULCER OF OTHER PART OF FOOT,Ent_and_Eye_Disorders,Other_Skin_and_Subcutaneous_Disorders
564.09,707.15,1,OTHER CONSTIPATION,ULCER OF OTHER PART OF FOOT,Digestive_System_Disorders,Other_Skin_and_Subcutaneous_Disorders
300.0,380.4,1,"ANXIETY STATE, UNSPECIFIED",IMPACTED CERUMEN,Psychiatric_Disorders,Ent_and_Eye_Disorders
333.94,782.0,1,RESTLESS LEGS SYNDROME (RLS),DISTURBANCE OF SKIN SENSATION,Neurological_Disorders,Other_Skin_and_Subcutaneous_Disorders
721.3,722.52,1,LUMBOSACRAL SPONDYLOSIS WITHOUT MYELOPATHY,DEGENERATION OF LUMBAR OR LUMBOSACRAL INTERVERTEBRAL DISC,Musculoskeletal_and_Connective_Tissue_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
415.19,789.07,1,OTHER PULMONARY EMBOLISM AND INFARCTION,"ABDOMINAL PAIN, GENERALIZED",Hematologic_Disorders,Other_Digestive_System_Disorders
375.15,403.9,1,"TEAR FILM INSUFFICIENCY, UNSPECIFIED","UNSPECIFIED HYPERTENSIVE KIDNEY DISEASE WITH CHRONIC KIDNEY DISEASE STAGE I THROUGH STAGE IV, OR UNSPECIFIED",Ent_and_Eye_Disorders,Cardiovascular_Disorders
327.8,706.2,1,OTHER ORGANIC SLEEP DISORDERS,SEBACEOUS CYST,Neurological_Disorders,Other_Skin_and_Subcutaneous_Disorders
785.1,794.8,1,PALPITATIONS,NONSPECIFIC ABNORMAL RESULTS OF LIVER FUNCTION STUDY,Cardiovascular_Disorders,Nonspecific_Abnormal_Findings
332.0,354.0,1,PARALYSIS AGITANS,CARPAL TUNNEL SYNDROME,Neurological_Disorders,Neurological_Disorders
414.0,459.81,2,"CORONARY ATHEROSCLEROSIS OF UNSPECIFIED TYPE OF VESSEL, NATIVE OR GRAFT",UNSPECIFIED VENOUS (PERIPHERAL) INSUFFICIENCY,Cardiovascular_Disorders,Other_Cardiovascular_Disorders
412.0,787.91,1,OLD MYOCARDIAL INFARCTION,DIARRHEA,Cardiovascular_Disorders,Other_Digestive_System_Disorders
402.9,433.1,1,UNSPECIFIED HYPERTENSIVE HEART DISEASE WITHOUT HEART FAILURE,OCCLUSION AND STENOSIS OF CAROTID ARTERY WITHOUT MENTION OF CEREBRAL INFARCTION,Cardiovascular_Disorders,Neurological_Disorders
437.0,733.13,1,CEREBRAL ATHEROSCLEROSIS,PATHOLOGIC FRACTURE OF VERTEBRAE,Neurological_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
437.0,733.01,1,CEREBRAL ATHEROSCLEROSIS,SENILE OSTEOPOROSIS,Neurological_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
585.5,784.0,1,"CHRONIC KIDNEY DISEASE, STAGE V",HEADACHE,Genitourinary_Disorders,Neurological_Disorders
365.11,726.6,1,PRIMARY OPEN-ANGLE GLAUCOMA,"ENTHESOPATHY OF KNEE, UNSPECIFIED",Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
553.1,692.9,1,UMBILICAL HERNIA WITHOUT MENTION OF OBSTRUCTION OR GANGRENE,"CONTACT DERMATITIS AND OTHER ECZEMA, DUE TO UNSPECIFIED CAUSE",Digestive_System_Disorders,Other_Skin_and_Subcutaneous_Disorders
274.0,788.21,1,"GOUTY ARTHROPATHY, UNSPECIFIED",INCOMPLETE BLADDER EMPTYING,Other_Nutritional_Disorders,Other_Genitourinary_Disorders
715.16,729.1,1,"PRIMARY LOCALIZED OSTEOARTHROSIS, LOWER LEG","MYALGIA AND MYOSITIS, UNSPECIFIED",Musculoskeletal_and_Connective_Tissue_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
410.7,441.4,1,"ACUTE MYOCARDIAL INFARCTION, SUBENDOCARDIAL INFARCTION, EPISODE OF CARE UNSPECIFIED",ABDOMINAL ANEURYSM WITHOUT MENTION OF RUPTURE,Cardiovascular_Disorders,Other_Cardiovascular_Disorders
366.52,428.9,1,"OTHER AFTER-CATARACT, NOT OBSCURING VISION","HEART FAILURE, UNSPECIFIED",Ent_and_Eye_Disorders,Cardiovascular_Disorders
599.7,707.1,1,"HEMATURIA, UNSPECIFIED","ULCER OF LOWER LIMB, UNSPECIFIED",Genitourinary_Disorders,Other_Skin_and_Subcutaneous_Disorders
511.9,599.7,1,UNSPECIFIED PLEURAL EFFUSION,"HEMATURIA, UNSPECIFIED",Infectious_Disorders,Genitourinary_Disorders
241.1,424.9,1,NONTOXIC MULTINODULAR GOITER,"ENDOCARDITIS, VALVE UNSPECIFIED, UNSPECIFIED CAUSE",Endocrine_Disorders,Cardiovascular_Disorders
327.8,596.54,1,OTHER ORGANIC SLEEP DISORDERS,"NEUROGENIC BLADDER, NOS",Neurological_Disorders,Genitourinary_Disorders
327.8,719.43,1,OTHER ORGANIC SLEEP DISORDERS,"PAIN IN JOINT, FOREARM",Neurological_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
346.9,564.2,1,"MIGRAINE, UNSPECIFIED, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITHOUT MENTION OF STATUS MIGRAINOSUS",POSTGASTRIC SURGERY SYNDROMES,Neurological_Disorders,Digestive_System_Disorders
415.19,593.9,1,OTHER PULMONARY EMBOLISM AND INFARCTION,UNSPECIFIED DISORDER OF KIDNEY AND URETER,Hematologic_Disorders,Genitourinary_Disorders
357.2,695.3,1,POLYNEUROPATHY IN DIABETES,ROSACEA,Neurological_Disorders,Other_Skin_and_Subcutaneous_Disorders
412.0,722.93,1,OLD MYOCARDIAL INFARCTION,OTHER AND UNSPECIFIED DISC DISORDER OF LUMBAR REGION,Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
454.9,729.3,1,ASYMPTOMATIC VARICOSE VEINS,"PANNICULITIS, UNSPECIFIED SITE",Varicose_Veins_Haemorrhoids_and_Lymphatic_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
285.9,585.5,1,"ANEMIA, UNSPECIFIED","CHRONIC KIDNEY DISEASE, STAGE V",Hematologic_Disorders,Genitourinary_Disorders
569.3,724.02,1,HEMORRHAGE OF RECTUM AND ANUS,"SPINAL STENOSIS, LUMBAR REGION, WITHOUT NEUROGENIC CLAUDICATION",Digestive_System_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
276.8,840.4,1,HYPOPOTASSEMIA,ROTATOR CUFF (CAPSULE) SPRAIN,Fluid_And_Electrolyte_Disorders,Other_Injuries_(Excluding_Fractures)
424.1,462.0,1,AORTIC VALVE DISORDERS,ACUTE PHARYNGITIS,Cardiovascular_Disorders,Infectious_Disorders
309.0,462.0,1,ADJUSTMENT DISORDER WITH DEPRESSED MOOD,ACUTE PHARYNGITIS,Psychiatric_Disorders,Infectious_Disorders
277.7,780.53,1,DYSMETABOLIC SYNDROME X,"HYPERSOMNIA WITH SLEEP APNEA, UNSPECIFIED",Inherited_Metabolic_and_Immune_Disorders,Neurological_Disorders
715.96,727.03,1,"OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, LOWER LEG",TRIGGER FINGER (ACQUIRED),Musculoskeletal_and_Connective_Tissue_Disorders,Infectious_Disorders
266.2,723.0,1,OTHER B-COMPLEX DEFICIENCIES,SPINAL STENOSIS IN CERVICAL REGION,Nutritional_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
692.9,724.4,1,"CONTACT DERMATITIS AND OTHER ECZEMA, DUE TO UNSPECIFIED CAUSE","THORACIC OR LUMBOSACRAL NEURITIS OR RADICULITIS, UNSPECIFIED",Other_Skin_and_Subcutaneous_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
287.5,309.28,1,"THROMBOCYTOPENIA, UNSPECIFIED",ADJUSTMENT DISORDER WITH MIXED ANXIETY AND DEPRESSED MOOD,Hematologic_Disorders,Psychiatric_Disorders
174.9,722.0,1,"MALIGNANT NEOPLASM OF BREAST (FEMALE), UNSPECIFIED SITE",DISPLACEMENT OF CERVICAL INTERVERTEBRAL DISC WITHOUT MYELOPATHY,Neoplasms,Musculoskeletal_and_Connective_Tissue_Disorders
719.46,789.0,1,"PAIN IN JOINT, LOWER LEG","ABDOMINAL PAIN, UNSPECIFIED SITE",Musculoskeletal_and_Connective_Tissue_Disorders,Other_Digestive_System_Disorders
211.3,427.31,1,BENIGN NEOPLASM OF COLON,ATRIAL FIBRILLATION,Benign_Neoplasms,Cardiovascular_Disorders
327.8,428.9,1,OTHER ORGANIC SLEEP DISORDERS,"HEART FAILURE, UNSPECIFIED",Neurological_Disorders,Cardiovascular_Disorders
372.3,790.4,1,CONJUNCTIVITIS UNSPECIFIED,NONSPECIFIC ELEVATION OF LEVELS OF TRANSAMINASE OR LACTIC ACID DEHYDROGENASE (LDH),Ent_and_Eye_Disorders,Nonspecific_Abnormal_Findings
700.0,724.3,1,CORNS AND CALLOSITIES,SCIATICA,Skin_and_Subcutaneous_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
362.56,440.1,1,MACULAR PUCKERING OF RETINA,ATHEROSCLEROSIS OF RENAL ARTERY,Ent_and_Eye_Disorders,Cardiovascular_Disorders
285.1,366.16,1,ACUTE POSTHEMORRHAGIC ANEMIA,SENILE NUCLEAR SCLEROSIS,Hematologic_Disorders,Ent_and_Eye_Disorders
241.1,553.3,1,NONTOXIC MULTINODULAR GOITER,DIAPHRAGMATIC HERNIA WITHOUT MENTION OF OBSTRUCTION OR GANGRENE,Endocrine_Disorders,Digestive_System_Disorders
241.1,722.4,1,NONTOXIC MULTINODULAR GOITER,DEGENERATION OF CERVICAL INTERVERTEBRAL DISC,Endocrine_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
362.01,788.43,1,BACKGROUND DIABETIC RETINOPATHY,NOCTURIA,Ent_and_Eye_Disorders,Other_Genitourinary_Disorders
296.9,428.0,1,UNSPECIFIED EPISODIC MOOD DISORDER,"CONGESTIVE HEART FAILURE, UNSPECIFIED",Psychiatric_Disorders,Cardiovascular_Disorders
332.0,427.69,1,PARALYSIS AGITANS,OTHER PREMATURE BEATS,Neurological_Disorders,Cardiovascular_Disorders
332.0,535.5,1,PARALYSIS AGITANS,UNSPECIFIED GASTRITIS AND GASTRODUODENITIS WITHOUT MENTION OF HEMORRHAGE,Neurological_Disorders,Digestive_System_Disorders
425.4,722.93,1,OTHER PRIMARY CARDIOMYOPATHIES,OTHER AND UNSPECIFIED DISC DISORDER OF LUMBAR REGION,Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
269.2,846.0,1,UNSPECIFIED VITAMIN DEFICIENCY,SPRAIN OF LUMBOSACRAL (JOINT) (LIGAMENT),Nutritional_Disorders,Spinal_Injuries_(Including_Spinal_Fractures)
365.7,403.91,1,"GLAUCOMA STAGE, UNSPECIFIED",UNSPECIFIED HYPERTENSIVE KIDNEY DISEASE WITH CHRONIC KIDNEY DISEASE STAGE V OR END STAGE RENAL DISEASE,Ent_and_Eye_Disorders,Cardiovascular_Disorders
346.11,715.94,1,"MIGRAINE WITHOUT AURA, WITH INTRACTABLE MIGRAINE, SO STATED, WITHOUT MENTION OF STATUS MIGRAINOSUS","OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, HAND",Neurological_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
53.9,682.9,1,HERPES ZOSTER WITHOUT MENTION OF COMPLICATION,CELLULITIS AND ABSCESS OF UNSPECIFIED SITE,Infectious_Disorders,Infectious_Disorders
722.52,723.4,1,DEGENERATION OF LUMBAR OR LUMBOSACRAL INTERVERTEBRAL DISC,BRACHIAL NEURITIS OR RADICULITIS NOS,Musculoskeletal_and_Connective_Tissue_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
379.21,607.84,1,VITREOUS DEGENERATION,IMPOTENCE OF ORGANIC ORIGIN,Ent_and_Eye_Disorders,Genitourinary_Disorders
366.52,433.1,1,"OTHER AFTER-CATARACT, NOT OBSCURING VISION",OCCLUSION AND STENOSIS OF CAROTID ARTERY WITHOUT MENTION OF CEREBRAL INFARCTION,Ent_and_Eye_Disorders,Neurological_Disorders
346.0,433.1,1,"MIGRAINE WITH AURA, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITHOUT MENTION OF STATUS MIGRAINOSUS",OCCLUSION AND STENOSIS OF CAROTID ARTERY WITHOUT MENTION OF CEREBRAL INFARCTION,Neurological_Disorders,Neurological_Disorders
625.9,780.79,1,UNSPECIFIED SYMPTOM ASSOCIATED WITH FEMALE GENITAL ORGANS,OTHER MALAISE AND FATIGUE,Gynecological_Disorders,Neurological_Disorders
625.9,789.0,1,UNSPECIFIED SYMPTOM ASSOCIATED WITH FEMALE GENITAL ORGANS,"ABDOMINAL PAIN, UNSPECIFIED SITE",Gynecological_Disorders,Other_Digestive_System_Disorders
473.8,724.02,1,OTHER CHRONIC SINUSITIS,"SPINAL STENOSIS, LUMBAR REGION, WITHOUT NEUROGENIC CLAUDICATION",Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
311.0,719.41,1,"DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED","PAIN IN JOINT, SHOULDER REGION",Psychiatric_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
472.0,786.59,1,CHRONIC RHINITIS,OTHER CHEST PAIN,Ent_and_Eye_Disorders,Cardiovascular_Disorders
346.1,428.3,1,"MIGRAINE WITHOUT AURA, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITHOUT MENTION OF STATUS MIGRAINOSUS",UNSPECIFIED DIASTOLIC HEART FAILURE,Neurological_Disorders,Cardiovascular_Disorders
530.81,790.5,1,ESOPHAGEAL REFLUX,OTHER NONSPECIFIC ABNORMAL SERUM ENZYME LEVELS,Digestive_System_Disorders,Nonspecific_Abnormal_Findings
296.8,427.31,1,"BIPOLAR DISORDER, UNSPECIFIED",ATRIAL FIBRILLATION,Psychiatric_Disorders,Cardiovascular_Disorders
459.81,596.54,1,UNSPECIFIED VENOUS (PERIPHERAL) INSUFFICIENCY,"NEUROGENIC BLADDER, NOS",Other_Cardiovascular_Disorders,Genitourinary_Disorders
719.43,788.43,1,"PAIN IN JOINT, FOREARM",NOCTURIA,Musculoskeletal_and_Connective_Tissue_Disorders,Other_Genitourinary_Disorders
300.4,434.91,1,DYSTHYMIC DISORDER,UNSPECIFIED CEREBRAL ARTERY OCCLUSION WITH CEREBRAL INFARCTION,Psychiatric_Disorders,Neurological_Disorders
585.3,599.7,1,"CHRONIC KIDNEY DISEASE, STAGE III (MODERATE)","HEMATURIA, UNSPECIFIED",Genitourinary_Disorders,Genitourinary_Disorders
365.0,491.21,1,"PREGLAUCOMA, UNSPECIFIED",OBSTRUCTIVE CHRONIC BRONCHITIS WITH EXACERBATION,Ent_and_Eye_Disorders,Respiratory_Disorders
490.0,704.8,1,"BRONCHITIS, NOT SPECIFIED AS ACUTE OR CHRONIC",OTHER SPECIFIED DISEASE OF HAIR AND HAIR FOLLICLES,Respiratory_Disorders,Skin_and_Subcutaneous_Disorders
454.9,788.31,1,ASYMPTOMATIC VARICOSE VEINS,URGE INCONTINENCE,Varicose_Veins_Haemorrhoids_and_Lymphatic_Disorders,Other_Genitourinary_Disorders
454.9,794.8,1,ASYMPTOMATIC VARICOSE VEINS,NONSPECIFIC ABNORMAL RESULTS OF LIVER FUNCTION STUDY,Varicose_Veins_Haemorrhoids_and_Lymphatic_Disorders,Nonspecific_Abnormal_Findings
272.2,424.1,1,MIXED HYPERLIPIDEMIA,AORTIC VALVE DISORDERS,Other_Nutritional_Disorders,Cardiovascular_Disorders
780.2,787.91,1,SYNCOPE AND COLLAPSE,DIARRHEA,Neurological_Disorders,Other_Digestive_System_Disorders
729.3,780.2,1,"PANNICULITIS, UNSPECIFIED SITE",SYNCOPE AND COLLAPSE,Musculoskeletal_and_Connective_Tissue_Disorders,Neurological_Disorders
443.0,786.2,1,RAYNAUD'S SYNDROME,COUGH,Other_Cardiovascular_Disorders,Cardiovascular_Disorders
266.2,715.96,1,OTHER B-COMPLEX DEFICIENCIES,"OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, LOWER LEG",Nutritional_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
721.3,733.0,1,LUMBOSACRAL SPONDYLOSIS WITHOUT MYELOPATHY,"OSTEOPOROSIS, UNSPECIFIED",Musculoskeletal_and_Connective_Tissue_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
327.8,789.04,1,OTHER ORGANIC SLEEP DISORDERS,"ABDOMINAL PAIN, LEFT LOWER QUADRANT",Neurological_Disorders,Other_Digestive_System_Disorders
193.0,788.21,1,MALIGNANT NEOPLASM OF THYROID GLAND,INCOMPLETE BLADDER EMPTYING,Neoplasms,Other_Genitourinary_Disorders
357.4,585.4,1,POLYNEUROPATHY IN OTHER DISEASES CLASSIFIED ELSEWHERE,"CHRONIC KIDNEY DISEASE, STAGE IV (SEVERE)",Neurological_Disorders,Genitourinary_Disorders
682.6,724.02,1,"CELLULITIS AND ABSCESS OF LEG, EXCEPT FOOT","SPINAL STENOSIS, LUMBAR REGION, WITHOUT NEUROGENIC CLAUDICATION",Infectious_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
701.9,724.02,1,UNSPECIFIED HYPERTROPHIC AND ATROPHIC CONDITION OF SKIN,"SPINAL STENOSIS, LUMBAR REGION, WITHOUT NEUROGENIC CLAUDICATION",Skin_and_Subcutaneous_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
722.0,781.0,1,DISPLACEMENT OF CERVICAL INTERVERTEBRAL DISC WITHOUT MYELOPATHY,ABNORMAL INVOLUNTARY MOVEMENTS,Musculoskeletal_and_Connective_Tissue_Disorders,Neurological_Disorders
354.0,571.8,1,CARPAL TUNNEL SYNDROME,OTHER CHRONIC NONALCOHOLIC LIVER DISEASE,Neurological_Disorders,Digestive_System_Disorders
389.1,492.8,1,"SENSORINEURAL HEARING LOSS, UNSPECIFIED",OTHER EMPHYSEMA,Ent_and_Eye_Disorders,Respiratory_Disorders
702.19,716.59,1,OTHER SEBORRHEIC KERATOSIS,"UNSPECIFIED POLYARTHROPATHY OR POLYARTHRITIS, MULTIPLE SITES",Skin_and_Subcutaneous_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
788.43,790.5,1,NOCTURIA,OTHER NONSPECIFIC ABNORMAL SERUM ENZYME LEVELS,Other_Genitourinary_Disorders,Nonspecific_Abnormal_Findings
434.91,796.2,1,UNSPECIFIED CEREBRAL ARTERY OCCLUSION WITH CEREBRAL INFARCTION,ELEVATED BLOOD PRESSURE READING WITHOUT DIAGNOSIS OF HYPERTENSION,Neurological_Disorders,Nonspecific_Abnormal_Findings
242.0,715.98,1,TOXIC DIFFUSE GOITER WITHOUT MENTION OF THYROTOXIC CRISIS OR STORM,"OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, OTHER SPECIFIED SITES",Endocrine_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
425.4,719.43,1,OTHER PRIMARY CARDIOMYOPATHIES,"PAIN IN JOINT, FOREARM",Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
345.9,427.69,1,UNSPECIFIED EPILEPSY WITHOUT MENTION OF INTRACTABLE EPILEPSY,OTHER PREMATURE BEATS,Neurological_Disorders,Cardiovascular_Disorders
596.54,790.6,1,"NEUROGENIC BLADDER, NOS",OTHER ABNORMAL BLOOD CHEMISTRY,Genitourinary_Disorders,Nonspecific_Abnormal_Findings
362.83,724.5,1,RETINAL EDEMA,"BACKACHE, UNSPECIFIED",Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
715.95,727.03,1,"OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, PELVIC REGION AND THIGH",TRIGGER FINGER (ACQUIRED),Musculoskeletal_and_Connective_Tissue_Disorders,Infectious_Disorders
245.2,309.0,1,CHRONIC LYMPHOCYTIC THYROIDITIS,ADJUSTMENT DISORDER WITH DEPRESSED MOOD,Endocrine_Disorders,Psychiatric_Disorders
355.9,786.9,1,MONONEURITIS OF UNSPECIFIED SITE,OTHER SYMPTOMS INVOLVING RESPIRATORY SYSTEM AND CHEST,Neurological_Disorders,Perinatal_Conditions
413.9,719.47,1,OTHER AND UNSPECIFIED ANGINA PECTORIS,"PAIN IN JOINT, ANKLE AND FOOT",Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
366.9,695.3,1,UNSPECIFIED CATARACT,ROSACEA,Ent_and_Eye_Disorders,Other_Skin_and_Subcutaneous_Disorders
53.9,440.23,1,HERPES ZOSTER WITHOUT MENTION OF COMPLICATION,ATHEROSCLEROSIS OF NATIVE ARTERIES OF THE EXTREMITIES WITH ULCERATION,Infectious_Disorders,Cardiovascular_Disorders
300.01,780.57,1,PANIC DISORDER WITHOUT AGORAPHOBIA,UNSPECIFIED SLEEP APNEA,Psychiatric_Disorders,Neurological_Disorders
79.99,585.3,1,"UNSPECIFIED VIRAL INFECTION, IN CONDITIONS CLASSIFIED ELSEWHERE AND OF UNSPECIFIED SITE","CHRONIC KIDNEY DISEASE, STAGE III (MODERATE)",Infectious_Disorders,Genitourinary_Disorders
241.0,241.1,1,NONTOXIC UNINODULAR GOITER,NONTOXIC MULTINODULAR GOITER,Endocrine_Disorders,Endocrine_Disorders
493.92,721.3,1,"UNSPECIFIED ASTHMA, WITH EXACERBATION",LUMBOSACRAL SPONDYLOSIS WITHOUT MYELOPATHY,Respiratory_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
244.0,511.9,1,POSTSURGICAL HYPOTHYROIDISM,UNSPECIFIED PLEURAL EFFUSION,Endocrine_Disorders,Infectious_Disorders
453.9,722.4,1,EMBOLISM AND THROMBOSIS OF UNSPECIFIED SITE,DEGENERATION OF CERVICAL INTERVERTEBRAL DISC,Hematologic_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
433.1,530.81,1,OCCLUSION AND STENOSIS OF CAROTID ARTERY WITHOUT MENTION OF CEREBRAL INFARCTION,ESOPHAGEAL REFLUX,Neurological_Disorders,Digestive_System_Disorders
490.0,723.4,1,"BRONCHITIS, NOT SPECIFIED AS ACUTE OR CHRONIC",BRACHIAL NEURITIS OR RADICULITIS NOS,Respiratory_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
607.84,786.07,1,IMPOTENCE OF ORGANIC ORIGIN,WHEEZING,Genitourinary_Disorders,Cardiovascular_Disorders
250.5,786.07,1,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITH OPHTHALMIC MANIFESTATIONS, NOT STATED AS UNCONTROLLED",WHEEZING,Endocrine_Disorders,Cardiovascular_Disorders
112.1,441.4,1,CANDIDIASIS OF VULVA AND VAGINA,ABDOMINAL ANEURYSM WITHOUT MENTION OF RUPTURE,Infectious_Disorders,Other_Cardiovascular_Disorders
461.9,788.1,1,"ACUTE SINUSITIS, UNSPECIFIED",DYSURIA,Infectious_Disorders,Other_Genitourinary_Disorders
724.02,891.0,1,"SPINAL STENOSIS, LUMBAR REGION, WITHOUT NEUROGENIC CLAUDICATION","OPEN WOUND OF KNEE, LEG (EXCEPT THIGH), AND ANKLE, WITHOUT MENTION OF COMPLICATION",Musculoskeletal_and_Connective_Tissue_Disorders,Other_Injuries_(Excluding_Fractures)
173.3,618.01,1,UNSPECIFIED MALIGNANT NEOPLASM OF SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE,"CYSTOCELE, MIDLINE",Neoplasms,Gynecological_Disorders
780.79,782.3,1,OTHER MALAISE AND FATIGUE,EDEMA,Neurological_Disorders,Other_Skin_and_Subcutaneous_Disorders
327.23,786.5,1,OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC),"CHEST PAIN, UNSPECIFIED",Neurological_Disorders,Cardiovascular_Disorders
174.9,782.3,1,"MALIGNANT NEOPLASM OF BREAST (FEMALE), UNSPECIFIED SITE",EDEMA,Neoplasms,Other_Skin_and_Subcutaneous_Disorders
338.29,536.3,1,OTHER CHRONIC PAIN,GASTROPARESIS,338.29,Digestive_System_Disorders
300.4,780.93,1,DYSTHYMIC DISORDER,MEMORY LOSS,Psychiatric_Disorders,Neurological_Disorders
380.4,780.53,1,IMPACTED CERUMEN,"HYPERSOMNIA WITH SLEEP APNEA, UNSPECIFIED",Ent_and_Eye_Disorders,Neurological_Disorders
287.5,375.15,1,"THROMBOCYTOPENIA, UNSPECIFIED","TEAR FILM INSUFFICIENCY, UNSPECIFIED",Hematologic_Disorders,Ent_and_Eye_Disorders
733.09,783.21,1,OTHER OSTEOPOROSIS,LOSS OF WEIGHT,Musculoskeletal_and_Connective_Tissue_Disorders,Nutritional_Disorders
462.0,733.09,1,ACUTE PHARYNGITIS,OTHER OSTEOPOROSIS,Infectious_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
440.23,726.1,1,ATHEROSCLEROSIS OF NATIVE ARTERIES OF THE EXTREMITIES WITH ULCERATION,"DISORDERS OF BURSAE AND TENDONS IN SHOULDER REGION, UNSPECIFIED",Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
274.0,402.9,1,"GOUTY ARTHROPATHY, UNSPECIFIED",UNSPECIFIED HYPERTENSIVE HEART DISEASE WITHOUT HEART FAILURE,Other_Nutritional_Disorders,Cardiovascular_Disorders
491.21,998.59,1,OBSTRUCTIVE CHRONIC BRONCHITIS WITH EXACERBATION,OTHER POSTOPERATIVE INFECTION,Respiratory_Disorders,Complications_from_a_Procedure_or_Device
414.01,429.2,1,CORONARY ATHEROSCLEROSIS OF NATIVE CORONARY ARTERY,UNSPECIFIED CARDIOVASCULAR DISEASE,Cardiovascular_Disorders,Other_Cardiovascular_Disorders
